# Entity to Wikidata ID Mapping
# Format: original_entity_name	wikidata_id	label	description	similarity_score

the last emperor of the Southern Court	NO_MATCH	N/A	N/A	0.000
the late 1930s	NO_MATCH	N/A	N/A	0.000
the late 1960s	NO_MATCH	N/A	N/A	0.000
the late 1970s	Q37327437	The late 1970s: a lull in the action on kuru	scientific article	0.520
the late Roman Republic	NO_MATCH	N/A	N/A	0.000
the lead vocalist of Rush	NO_MATCH	N/A	N/A	0.000
the legend of King Arthur and his knights' quest for the Holy Grail	NO_MATCH	N/A	N/A	0.000
the legend of the Wandering Jew	NO_MATCH	N/A	N/A	0.000
the legislative branch of the federal government of the United States	NO_MATCH	N/A	N/A	0.000
the line of sight	Q68846034	The line-of-sight warp of the spiral galaxy ESO 123-G23	article by Gentile G. et al published 2003 in Astronomy and Astrophysics	0.491
the lining of the digestive tract	NO_MATCH	N/A	N/A	0.000
the local Catarratto grape	NO_MATCH	N/A	N/A	0.000
the mainstream Christian church	NO_MATCH	N/A	N/A	0.000
the marriage of King Edward IV of England to Elizabeth Woodville to be null and void	NO_MATCH	N/A	N/A	0.000
the message	Q21557514	The Message	science fiction podcast	1.000
the middle Cambrian period	NO_MATCH	N/A	N/A	0.000
the mineral calcite	NO_MATCH	N/A	N/A	0.000
the most widely used browser	NO_MATCH	N/A	N/A	0.000
the name of the goddess of forgetfulness and oblivion	NO_MATCH	N/A	N/A	0.000
the nation's largest newspaper chain and media empire	NO_MATCH	N/A	N/A	0.000
the nearby island of Hirta	NO_MATCH	N/A	N/A	0.000
the nightshade family	NO_MATCH	N/A	N/A	0.000
the north coast of Scotland	NO_MATCH	N/A	N/A	0.000
the northeast of England	NO_MATCH	N/A	N/A	0.000
the ocean floor	Q51422827	The ocean floor	New Haven, Yale University Press, 1954.	1.000
the official anthem in 1983	NO_MATCH	N/A	N/A	0.000
the official anthem of the Basque Country	NO_MATCH	N/A	N/A	0.000
the official language of Kerala	NO_MATCH	N/A	N/A	0.000
the official language of Númenor	NO_MATCH	N/A	N/A	0.000
the official language of Sweden	NO_MATCH	N/A	N/A	0.000
the only constant member	NO_MATCH	N/A	N/A	0.000
the opponent's king	NO_MATCH	N/A	N/A	0.000
the original Star Wars trilogy	NO_MATCH	N/A	N/A	0.000
the output of a program	NO_MATCH	N/A	N/A	0.000
the panhandle of the U.S. state of Florida	NO_MATCH	N/A	N/A	0.000
the papacy	Q642497	history of the papacy	aspect of history relating to the historical rulership of popes	1.000
the papacy and the Holy Roman Empire	NO_MATCH	N/A	N/A	0.000
the patron saint of Cornwall, England	NO_MATCH	N/A	N/A	0.000
the phylum	Q60934346	The phylum Vertebrata: a case for zoological recognition	scientific article published on 26 December 2018	0.365
the planet Betelgeuse	NO_MATCH	N/A	N/A	0.000
the politics of Europe	Q57492542	The Politics of Europeanization	article published in 2003	0.932
the politics of Italy	NO_MATCH	N/A	N/A	0.000
the power of imagination	Q68377439	The power of imagination	scientific article published on 01 September 1990	1.000
the price of success	Q39071681	The Price of Success	2017 film	1.000
the primary source of energy for life on Earth	NO_MATCH	N/A	N/A	0.000
the principle of state sovereignty	NO_MATCH	N/A	N/A	0.000
the principles of genetics	NO_MATCH	N/A	N/A	0.000
the probability that a randomly generated program will halt	NO_MATCH	N/A	N/A	0.000
the problem of busy waiting	NO_MATCH	N/A	N/A	0.000
the process	Q7758446	The Process	1996 album by Skinny Puppy	1.000
the production of fluorescent lamps	NO_MATCH	N/A	N/A	0.000
the programmer is just one of many Perl programmers	NO_MATCH	N/A	N/A	0.000
the prophet Elisha	Q17354853	The Prophet Elisha	painting by Giorgio Vasari	1.000
the province of Trapani in Sicily, Italy	NO_MATCH	N/A	N/A	0.000
the psychiatric hospital	Q27712836	The Psychiatric hospital	journal	1.000
the queen consort of Richard the Lionheart	NO_MATCH	N/A	N/A	0.000
the rebellion	Q122822404	The Rebellion	2021 early access video game	1.000
the rebuilding of the Temple is necessary for the redemption of the Jewish people and the world	NO_MATCH	N/A	N/A	0.000
the rebuilding of the Third Temple on the Temple Mount	NO_MATCH	N/A	N/A	0.000
the region	Q122823996	The Region	2019 early access video game	1.000
the rush	Q124050403	The Rush	2023 early access video game	1.000
the science fiction community	NO_MATCH	N/A	N/A	0.000
the scientific community	Q107226371	The Clovis Comet - Part IV: The Scientific Community Responds	article published in 2008 by Floyd Largent	1.000
the screen	Q135077348	THE SCREEN	video game developed by Hu Chi	1.000
the second largest island in the Orkney archipelago	NO_MATCH	N/A	N/A	0.000
the seedpod of the Asian poppy plant	NO_MATCH	N/A	N/A	0.000
the series	Q105762311	The Series Finale	9th episode of WandaVision	0.841
the seventh-inning stretch of a baseball game	NO_MATCH	N/A	N/A	0.000
the site of the First and Second Temples of Judaism	NO_MATCH	N/A	N/A	0.000
the south coast of Mallorca	NO_MATCH	N/A	N/A	0.000
the southern portion of the modern-day province of Quebec	NO_MATCH	N/A	N/A	0.000
the sport of climbing mountains	NO_MATCH	N/A	N/A	0.000
the spring	Q16083316	The Spring	1978 Yugoslav television film directed by Muhamed Mehmedović	1.000
the story forward	NO_MATCH	N/A	N/A	0.000
the story of Aeneas	NO_MATCH	N/A	N/A	0.000
the story of Lady Lou	NO_MATCH	N/A	N/A	0.000
the story of a fairy	Q134730100	The Story of a Fairy and a Prince		0.755
the story of a married couple	NO_MATCH	N/A	N/A	0.000
the study of asteroids	NO_MATCH	N/A	N/A	0.000
the study of comets	NO_MATCH	N/A	N/A	0.000
the study of cosmic rays	NO_MATCH	N/A	N/A	0.000
the study of the solar system	NO_MATCH	N/A	N/A	0.000
the survival of plants	NO_MATCH	N/A	N/A	0.000
the terrorist attacks on the World Trade Center in New York City	NO_MATCH	N/A	N/A	0.000
the theory of acquired characteristics	NO_MATCH	N/A	N/A	0.000
the twins born to the couple	NO_MATCH	N/A	N/A	0.000
the underworld	Q3989783	The Underworld	album by Evildead	1.000
the union territories of Lakshadweep	NO_MATCH	N/A	N/A	0.000
the union territories of Puducherry	NO_MATCH	N/A	N/A	0.000
the unofficial anthem of baseball	NO_MATCH	N/A	N/A	0.000
the use of digital signatures	NO_MATCH	N/A	N/A	0.000
the value of narrative in fiction	NO_MATCH	N/A	N/A	0.000
the various city-states in Italy	NO_MATCH	N/A	N/A	0.000
the war	Q490194	The War	television documentary television series	1.000
the world	Q16502	world	term ambiguously referring to any of: the whole of reality, the universe, the Earth and all life upon it, or human civilization	1.000
the writing of fantasy	NO_MATCH	N/A	N/A	0.000
theatrical performance	Q2416176	theatre performance	event of the scenic presentation of a stage work in its specific staging	1.000
their children illegitimate	NO_MATCH	N/A	N/A	0.000
their commitment to social activism	NO_MATCH	N/A	N/A	0.000
their cultural traditions and language	NO_MATCH	N/A	N/A	0.000
their identity	NO_MATCH	N/A	N/A	0.000
their influential fanzine "Futuria Fantasia"	NO_MATCH	N/A	N/A	0.000
their left-wing political views	NO_MATCH	N/A	N/A	0.000
their philosophy professor	NO_MATCH	N/A	N/A	0.000
their world from destruction	NO_MATCH	N/A	N/A	0.000
theorem	Q65943	theorem	in mathematics, a statement that has been proved	1.000
theories of justice	Q130087012	Theories of Justice and Economic Goods in Jurisprudence	scholarly article published in 2016	0.602
theory of scientific discovery that emphasized the role of personal judgment and intuition in scientific inquiry	NO_MATCH	N/A	N/A	0.000
there exists a proof of	NO_MATCH	N/A	N/A	0.000
thick fleshy leaves	NO_MATCH	N/A	N/A	0.000
third wife of John of Gaunt	NO_MATCH	N/A	N/A	0.000
those who violated the dress code	NO_MATCH	N/A	N/A	0.000
thousands of people	Q52405621	Thousands of people need Inga-Lill's help. Interview by Eva-Li Johansson	scientific article published in March 1985	0.467
three additional letters	NO_MATCH	N/A	N/A	0.000
three genders	NO_MATCH	N/A	N/A	0.000
three gold medals at the 2002 Winter Olympics	NO_MATCH	N/A	N/A	0.000
thriving arts and culture scene	NO_MATCH	N/A	N/A	0.000
tiltrotors	NO_MATCH	N/A	N/A	0.000
timber	Q37238222	Timber	family name	1.000
time complexity	Q2393193	time complexity	estimate of time taken for running an algorithm	1.000
time duration between two consecutive characters	NO_MATCH	N/A	N/A	0.000
timeless and universal	NO_MATCH	N/A	N/A	0.000
timestamps	Q135050305	Timestamps: Lost Love	video game developed by Motkeyz Games	0.696
tiramisu	Q131582	tiramisu	Italian dessert	1.000
to critique each other's writing	NO_MATCH	N/A	N/A	0.000
to develop the first nuclear weapons	NO_MATCH	N/A	N/A	0.000
to discuss their works-in-progress	NO_MATCH	N/A	N/A	0.000
to provide a complete and consistent foundation for mathematics	NO_MATCH	N/A	N/A	0.000
to share ideas	NO_MATCH	N/A	N/A	0.000
to specific genes	NO_MATCH	N/A	N/A	0.000
to think deeply and critically about great works of literature, history, and philosophy	NO_MATCH	N/A	N/A	0.000
tobacco	Q1566	tobacco	agricultural product processed from the leaves of plants in genus nicotiana	1.000
today	Q3530234	Today	album by Galaxie 500	1.000
tomb	Q381885	tomb	burial place	1.000
tombs	Q16867311	Tombs	family name	1.000
tourism	Q49389	tourism	travel for pleasure or business	1.000
tourism and fishing	Q135397179	Tourism and fishing	scientific article published on 28 July 2021	1.000
tourists	Q2300672	The Tourists	British musical group; band that played new wave music	1.000
tourists to the island	NO_MATCH	N/A	N/A	0.000
town	Q3957	town	settlement that is smaller than a city but bigger than a large village (or a large borough in some areas)	1.000
trace amounts in the Earth's crust	NO_MATCH	N/A	N/A	0.000
trade	Q601401	trade	economic branch involving the exchange of goods and services	1.000
traditional May Day celebration	NO_MATCH	N/A	N/A	0.000
traditional and modern Italian cuisine	NO_MATCH	N/A	N/A	0.000
traditional cuisine	NO_MATCH	N/A	N/A	0.000
traditional dance	Q201022	folk dance	dances that were danced to traditional folk festivals and in traditional societies and are still been danced	1.000
traditional foods	Q67887845	Traditional foods in the Near East	scientific article published on 01 January 1991	0.732
traditional medicine	Q771035	traditional medicine	medicine based on traditional beliefs	1.000
traditional music	Q235858	traditional folk music	local or regional traditional music that was originally produced in performance and transmitted in community conditions, as well as music written stylistically and/or ideologically within these traditions	1.000
transcription factor	Q407384	transcription factor	protein that binds to DNA and regulates gene expression by promoting or suppressing transcription	1.000
translations of philosophical and theological texts	NO_MATCH	N/A	N/A	0.000
transport sector in Lithuania	NO_MATCH	N/A	N/A	0.000
transportation	Q7590	transport	human-directed movement of things or people between locations	1.000
traveling troupes	NO_MATCH	N/A	N/A	0.000
travels to Ethiopia	NO_MATCH	N/A	N/A	0.000
treatment of certain medical conditions	NO_MATCH	N/A	N/A	0.000
treatment options for Crohn's disease	NO_MATCH	N/A	N/A	0.000
tree of heaven	Q493934	Tree of Heaven	South Korean television series	1.000
tree species Tetraclinis articulata	NO_MATCH	N/A	N/A	0.000
trees	Q10884	tree	perennial woody plant	1.000
triangular space between the outer curve of an arch and the rectangular frame surrounding it	NO_MATCH	N/A	N/A	0.000
trigonometric functions	Q126950379	Trigonometric Functions	chapter of Malaysian Form 5 additional mathematics curriculum	1.000
tropical cyclones	Q106764374	Tropical cyclones in 2021	tropical cyclone year	1.000
turning point in Roman-Gothic Wars	NO_MATCH	N/A	N/A	0.000
twelve books	Q7857584	Twelve Books That Changed the World	book by Melvyn Bragg	0.586
two Primetime Emmy Awards	NO_MATCH	N/A	N/A	0.000
two bishops	Q3439829	king and two bishops versus king	chess endgame	0.860
two concurrent processes	NO_MATCH	N/A	N/A	0.000
two different Persian kings	NO_MATCH	N/A	N/A	0.000
two flags	Q76345413	Two Flags	print in the National Gallery of Art (NGA 132810)	1.000
two genders	NO_MATCH	N/A	N/A	0.000
two knights	Q65075697	Two Knights	print in the National Gallery of Art (NGA 36806)	1.000
two league championships	NO_MATCH	N/A	N/A	0.000
two main varieties of Sardinian	NO_MATCH	N/A	N/A	0.000
two or more ground-based communication stations	NO_MATCH	N/A	N/A	0.000
two people	Q7859154	Two People	1986 single by Tina Turner	1.000
two players	Q111646226	two players, smoking	painting by Johann Peter Hasenclever (1810-1853)	0.781
two rooks	Q5813807	two rooks versus king	chess endgame	0.627
two species	Q59575536	Two-species non-equilibrium processes in one dimension	doctoral thesis by M. J. E. Richardson	0.369
two young lovers	Q73921452	Walk of Life / Two Young Lovers (Live)	1985 UK 7" single by Dire Straits; Vertigo ‎– DSTR 12	1.000
tying a double figure-eight knot in the standing end of a rope	NO_MATCH	N/A	N/A	0.000
type of bond and the atoms involved	NO_MATCH	N/A	N/A	0.000
type of grassland ecosystem	NO_MATCH	N/A	N/A	0.000
typhoons	Q105320895	Typhoons	2021 album by Royal Blood	1.000
underlying data source	NO_MATCH	N/A	N/A	0.000
unimportant or irrelevant to the overall plot	NO_MATCH	N/A	N/A	0.000
unionists and nationalists	NO_MATCH	N/A	N/A	0.000
unique morphology	Q55067082	Unique morphology of the human eye.	scientific article published in June 1997	0.695
unique narrative style	NO_MATCH	N/A	N/A	0.000
unique social structure	Q60331464	Unique social structure of Probolomyrmex longinodus		0.622
unique wildlife	NO_MATCH	N/A	N/A	0.000
unique writing style	NO_MATCH	N/A	N/A	0.000
unknown	Q24238356	unknown	entity whose identity is not known	1.000
unpopular with, the army	NO_MATCH	N/A	N/A	0.000
unpredictable	Q7897312	Unpredictable	album by Jamie Foxx	1.000
unwavering devotion to Frodo Baggins	NO_MATCH	N/A	N/A	0.000
up to 12 tons	NO_MATCH	N/A	N/A	0.000
up to 4 meters	NO_MATCH	N/A	N/A	0.000
urbanization	Q161078	urbanization	longterm population movements (shift) from rural to urban areas	1.000
use and repetition	NO_MATCH	N/A	N/A	0.000
use of certain letters in the Hebrew and Arabic alphabets	NO_MATCH	N/A	N/A	0.000
use of fresh ingredients	NO_MATCH	N/A	N/A	0.000
use of light shows and projections	NO_MATCH	N/A	N/A	0.000
use of synthesizers	NO_MATCH	N/A	N/A	0.000
use of text and symbols	NO_MATCH	N/A	N/A	0.000
user to send email anonymously or pseudonymously	NO_MATCH	N/A	N/A	0.000
user-created content and social features	NO_MATCH	N/A	N/A	0.000
using small electric vehicles like scooters or hoverboards	NO_MATCH	N/A	N/A	0.000
valuable lessons about honesty, bravery, and responsibility	NO_MATCH	N/A	N/A	0.000
variety of natural and cultural landmarks	NO_MATCH	N/A	N/A	0.000
variety of other sounds	NO_MATCH	N/A	N/A	0.000
variety of shapes	Q111031517	Variety of shapes in the mercury and lead isotopes	scientific article	0.576
variety of sizes	NO_MATCH	N/A	N/A	0.000
variety of techniques	NO_MATCH	N/A	N/A	0.000
various applications	Q46571893	Various Applications of Corpus Cavernosography	scientific article published on April 1, 1976	0.680
various applications such as smart cards, mobile devices, and secure communication systems	NO_MATCH	N/A	N/A	0.000
various areas	NO_MATCH	N/A	N/A	0.000
various empires and dynasties	NO_MATCH	N/A	N/A	0.000
various films	NO_MATCH	N/A	N/A	0.000
various forms	Q35236713	Various forms of depression	scientific article	0.708
various forms of communication and signaling	NO_MATCH	N/A	N/A	0.000
various instruments	Q72070929	Various instruments for the removal of fixed metal restorations	scientific article published on 01 August 1982	0.510
various locations around the world	NO_MATCH	N/A	N/A	0.000
various means	Q50905360	Various means for the detection of organophosphorous compounds	scientific article published in January 1987	0.431
various other Star Wars media	NO_MATCH	N/A	N/A	0.000
various subfields	NO_MATCH	N/A	N/A	0.000
various threats	NO_MATCH	N/A	N/A	0.000
varying speeds and capabilities	NO_MATCH	N/A	N/A	0.000
vegetables	Q11004	vegetable	edible plant or part of a plant, involved in cooking	1.000
versatile	Q3080488	versatile	person who enjoys both topping and bottoming	1.000
victims of the V-2 rocket attacks	NO_MATCH	N/A	N/A	0.000
video game	Q7889	video game	electronic game with user interface and visual feedback	1.000
video games	Q75115362	Video Games	vocal track by Lana Del Rey; 2011 studio recording	1.000
village of Lesnaya	NO_MATCH	N/A	N/A	0.000
virtual machine	Q192726	virtual machine	software that emulates an entire computer, often used to provide a different operating system or hardware architecture than the host system	1.000
